old_url,page_type,proposed_new_url,redirect_target,redirect_type,source_confidence,notes
/en/locaties/parking-bd7-/id=85,locatie-en,/en/parkeren/eindhoven/bd7,/en/parkeren/eindhoven/bd7,301,pattern,
/nl/locaties/eindhoven/parking-bd7-/id=85,locatie-genest,(retired),/parkeren/eindhoven/bd7,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-bd7-/id=85,locatie-genest-en,(retired),/en/parkeren/eindhoven/bd7,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-city-tower/id=91,locatie,/parkeren/eindhoven/city-tower,/parkeren/eindhoven/city-tower,301,verified,Aeroparker/CMS location id 91.
/en/locaties/parking-city-tower/id=91,locatie-en,/en/parkeren/eindhoven/city-tower,/en/parkeren/eindhoven/city-tower,301,pattern,
/nl/locaties/eindhoven/parking-city-tower/id=91,locatie-genest,(retired),/parkeren/eindhoven/city-tower,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-city-tower/id=91,locatie-genest-en,(retired),/en/parkeren/eindhoven/city-tower,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-cornelis-paradise/id=87,locatie,/parkeren/eindhoven/cornelis-paradise,/parkeren/eindhoven/cornelis-paradise,301,verified,Aeroparker/CMS location id 87.
/en/locaties/parking-cornelis-paradise/id=87,locatie-en,/en/parkeren/eindhoven/cornelis-paradise,/en/parkeren/eindhoven/cornelis-paradise,301,pattern,
/nl/locaties/eindhoven/parking-cornelis-paradise/id=87,locatie-genest,(retired),/parkeren/eindhoven/cornelis-paradise,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-cornelis-paradise/id=87,locatie-genest-en,(retired),/en/parkeren/eindhoven/cornelis-paradise,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-dll-garage-centrum/id=5,locatie,/parkeren/eindhoven/dll-garage,/parkeren/eindhoven/dll-garage,301,verified,Aeroparker/CMS location id 5.
/en/locaties/parking-dll-garage-centrum/id=5,locatie-en,/en/parkeren/eindhoven/dll-garage,/en/parkeren/eindhoven/dll-garage,301,pattern,
/nl/locaties/eindhoven/parking-dll-garage-centrum/id=5,locatie-genest,(retired),/parkeren/eindhoven/dll-garage,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-dll-garage-centrum/id=5,locatie-genest-en,(retired),/en/parkeren/eindhoven/dll-garage,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-dll-parkeerdek-centrum/id=101,locatie,/parkeren/eindhoven/dll-parkeerdek,/parkeren/eindhoven/dll-parkeerdek,301,verified,Aeroparker/CMS location id 101.
/en/locaties/parking-dll-parkeerdek-centrum/id=101,locatie-en,/en/parkeren/eindhoven/dll-parkeerdek,/en/parkeren/eindhoven/dll-parkeerdek,301,pattern,
/nl/locaties/eindhoven/parking-dll-parkeerdek-centrum/id=101,locatie-genest,(retired),/parkeren/eindhoven/dll-parkeerdek,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-dll-parkeerdek-centrum/id=101,locatie-genest-en,(retired),/en/parkeren/eindhoven/dll-parkeerdek,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-evoluon/id=103,locatie,/parkeren/eindhoven/evoluon,/parkeren/eindhoven/evoluon,301,verified,Aeroparker/CMS location id 103.
/en/locaties/parking-evoluon/id=103,locatie-en,/en/parkeren/eindhoven/evoluon,/en/parkeren/eindhoven/evoluon,301,pattern,
/nl/locaties/eindhoven/parking-evoluon/id=103,locatie-genest,(retired),/parkeren/eindhoven/evoluon,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-evoluon/id=103,locatie-genest-en,(retired),/en/parkeren/eindhoven/evoluon,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-hoog-bergen/id=95,locatie,/parkeren/eindhoven/hoog-bergen,/parkeren/eindhoven/hoog-bergen,301,verified,Aeroparker/CMS location id 95.
/en/locaties/parking-hoog-bergen/id=95,locatie-en,/en/parkeren/eindhoven/hoog-bergen,/en/parkeren/eindhoven/hoog-bergen,301,pattern,
/nl/locaties/eindhoven/parking-hoog-bergen/id=95,locatie-genest,(retired),/parkeren/eindhoven/hoog-bergen,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-hoog-bergen/id=95,locatie-genest-en,(retired),/en/parkeren/eindhoven/hoog-bergen,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-hoog-stratum/id=97,locatie,/parkeren/eindhoven/hoog-stratum,/parkeren/eindhoven/hoog-stratum,301,verified,Aeroparker/CMS location id 97.
/en/locaties/parking-hoog-stratum/id=97,locatie-en,/en/parkeren/eindhoven/hoog-stratum,/en/parkeren/eindhoven/hoog-stratum,301,pattern,
/nl/locaties/eindhoven/parking-hoog-stratum/id=97,locatie-genest,(retired),/parkeren/eindhoven/hoog-stratum,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-hoog-stratum/id=97,locatie-genest-en,(retired),/en/parkeren/eindhoven/hoog-stratum,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-lichttoren/id=93,locatie,/parkeren/eindhoven/lichttoren,/parkeren/eindhoven/lichttoren,301,verified,Aeroparker/CMS location id 93.
/en/locaties/parking-lichttoren/id=93,locatie-en,/en/parkeren/eindhoven/lichttoren,/en/parkeren/eindhoven/lichttoren,301,pattern,
/nl/locaties/eindhoven/parking-lichttoren/id=93,locatie-genest,(retired),/parkeren/eindhoven/lichttoren,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-lichttoren/id=93,locatie-genest-en,(retired),/en/parkeren/eindhoven/lichttoren,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-mauritsstraat/id=83,locatie,/parkeren/eindhoven/mauritsstraat,/parkeren/eindhoven/mauritsstraat,301,verified,Aeroparker/CMS location id 83.
/en/locaties/parking-mauritsstraat/id=83,locatie-en,/en/parkeren/eindhoven/mauritsstraat,/en/parkeren/eindhoven/mauritsstraat,301,pattern,
/nl/locaties/eindhoven/parking-mauritsstraat/id=83,locatie-genest,(retired),/parkeren/eindhoven/mauritsstraat,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-mauritsstraat/id=83,locatie-genest-en,(retired),/en/parkeren/eindhoven/mauritsstraat,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-onyx/id=25,locatie,/parkeren/eindhoven/onyx,/parkeren/eindhoven/onyx,301,verified,Aeroparker/CMS location id 25.
/en/locaties/parking-onyx/id=25,locatie-en,/en/parkeren/eindhoven/onyx,/en/parkeren/eindhoven/onyx,301,pattern,
/nl/locaties/eindhoven/parking-onyx/id=25,locatie-genest,(retired),/parkeren/eindhoven/onyx,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-onyx/id=25,locatie-genest-en,(retired),/en/parkeren/eindhoven/onyx,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-paradijslaan/id=99,locatie,/parkeren/eindhoven/paradijslaan,/parkeren/eindhoven/paradijslaan,301,verified,Aeroparker/CMS location id 99.
/en/locaties/parking-paradijslaan/id=99,locatie-en,/en/parkeren/eindhoven/paradijslaan,/en/parkeren/eindhoven/paradijslaan,301,pattern,
/nl/locaties/eindhoven/parking-paradijslaan/id=99,locatie-genest,(retired),/parkeren/eindhoven/paradijslaan,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-paradijslaan/id=99,locatie-genest-en,(retired),/en/parkeren/eindhoven/paradijslaan,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-philips-bedrijfsschool/id=31,locatie,/parkeren/eindhoven/philips-bedrijfsschool,/parkeren/eindhoven/philips-bedrijfsschool,301,verified,Aeroparker/CMS location id 31.
/en/locaties/parking-philips-bedrijfsschool/id=31,locatie-en,/en/parkeren/eindhoven/philips-bedrijfsschool,/en/parkeren/eindhoven/philips-bedrijfsschool,301,pattern,
/nl/locaties/eindhoven/parking-philips-bedrijfsschool/id=31,locatie-genest,(retired),/parkeren/eindhoven/philips-bedrijfsschool,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-philips-bedrijfsschool/id=31,locatie-genest-en,(retired),/en/parkeren/eindhoven/philips-bedrijfsschool,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-philips-stadion/id=7,locatie,/parkeren/eindhoven/philips-stadion,/parkeren/eindhoven/philips-stadion,301,verified,Aeroparker/CMS location id 7.
/en/locaties/parking-philips-stadion/id=7,locatie-en,/en/parkeren/eindhoven/philips-stadion,/en/parkeren/eindhoven/philips-stadion,301,pattern,
/nl/locaties/eindhoven/parking-philips-stadion/id=7,locatie-genest,(retired),/parkeren/eindhoven/philips-stadion,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-philips-stadion/id=7,locatie-genest-en,(retired),/en/parkeren/eindhoven/philips-stadion,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-td-gebouw/id=17,locatie,/parkeren/eindhoven/td-gebouw,/parkeren/eindhoven/td-gebouw,301,verified,Aeroparker/CMS location id 17.
/en/locaties/parking-td-gebouw/id=17,locatie-en,/en/parkeren/eindhoven/td-gebouw,/en/parkeren/eindhoven/td-gebouw,301,pattern,
/nl/locaties/eindhoven/parking-td-gebouw/id=17,locatie-genest,(retired),/parkeren/eindhoven/td-gebouw,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/eindhoven/parking-td-gebouw/id=17,locatie-genest-en,(retired),/en/parkeren/eindhoven/td-gebouw,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-the-beech/id=81,locatie,/parkeren/eindhoven/the-beech,/parkeren/eindhoven/the-beech,301,verified,Aeroparker/CMS location id 81.
/en/locaties/parking-the-beech/id=81,locatie-en,/en/parkeren/eindhoven/the-beech,/en/parkeren/eindhoven/the-beech,301,pattern,
/nl/locaties/eindhoven/parking-the-beech/id=81,locatie-genest,(retired),/parkeren/eindhoven/the-beech,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
